"","post_id","post_author","post_category","post_title","post_date_time","post_ip","post_country","post_content","post_board"
"1360","M.1470965433.A.15A","HumuHumu","問題","R資料反向排序",2016-08-12 09:30:30,NA,NA,"如提，我有一筆資料Data是依照時間來排序的

越上面的Row是越靠近現在的時間的資料，越下面的Row是越久以前的資料

但我想把他反向排序，讓越上面的Row是越舊的資料要怎麼排呢

我有用For迴圈寫出來，但是這樣實在太慢

我想知道有什麼可以用的函數可以達到重新排序的功能 謝謝

--","R_Language"
"1361","M.1470939418.A.AE8","swilly0906",NA,"在資料中新增一個變數來進行統計分析",2016-08-12 02:16:56,NA,NA,"[問題類型]:
新手(沒寫過程式，R 是我的第一次)
入門(寫過其他程式，只是對語法不熟悉)

[問題敘述]:

拍謝拍謝 其實我真的不清楚標題要怎麼打比較好

我的問題及如下:

這是我資料的前10筆

年   性別  ......(其他變數)
100   F
101   M
100   F
102   M
103   M
101   M
102   F
104   M
104   F
102   M

.
.
.
.
.
(約2w筆)
我先講 我的目的:我希望可以算出各年(資料僅有100~104年而已)的男女生的

某變數統計量

所以就是說 我想要跑出一個表格

列:100年男,100年女,101年男.....,104年女(共10個)
行:meadian,mean,sd,skewness....(一些統計量而已)

所以我想到了一個方法(因為我只能想到這招 有更好的請教我一下 感恩QQ)

第一步驟:我先創造一個新變數叫做""yearsex""

然後我希望把""100年男,100年女,....,104年女"" 分別用1~10代表

我以我上面的資料例子為例yearsex=c(2,3,2,5,7,3,6,9,10,5)

然後再用cbind併入我的原資料

:第二步驟:接著我再用sapply(unique(yearsex),function(x){........})

就大功告成了

其實step2我沒問題啦,反而我想問step1怎麼做呀???????(還是有其他比這2個步驟更好的)

------------------------------------------------------------------------------

其實還有另一個問題,不過這問題我已經用SQL解決了

但我還是想問一下

有關篩選掉重複值要如何在R進行(還是我這個要求 無法在R執行!?)

資料如下:

  NUM          ID         NAME
  123      A123456789     willy
  123      A123456789     willy  *重複
  123      A233456789     sandy
  124      B123456789     wang
  124      A233456789     sandy
  125      A233789456     janet
  126      B123456789     wang
  127      C147852369     mandy
  127      C147852369     mandy  *重複
我的目的就是要把*的那一個row全部刪除
其餘都要留著 這辦的到嗎?

我的意思就是我希望在給定相同的NUM裡面 裡面的ID只能出現一次,不能同時出現2次


感謝解答><

[程式範例]:


[環境敘述]:


[關鍵字]:
分組變數,篩選重複值問題

--","R_Language"
"1362","M.1470930388.A.EF5","HumuHumu","問題","lm中X變數太多怎麼寫",2016-08-11 23:46:25,NA,NA,"[軟體熟悉度]:
使用者(已經有用R 做過不少作品)

[問題敘述]:請簡略描述你所要做的事情，或是這個程式的目的我有一筆資料Data有14個Column，其中第一個column是Y變數，後面的13個column是X變數

我想跑回歸如下

model<-lm(Data[,1]~Data[,2]+Data[,3]+..........Data[,14])

請問有辦法讓後面的X變數部分不用這樣一次一次慢慢打嗎?

如果變數一多不就寫到天荒地老 感謝大家

--","R_Language"
"1363","M.1470917601.A.E73","amygm307","問題","有條件的刪除資料筆數",2016-08-11 20:13:18,NA,NA,"[問題類型]:程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)[軟體熟悉度]:新手(沒寫過程式，R 是我的第一次)[問題敘述]:我有一堆資料如下範例ts  x1   vts12  0.1  na23  0.2  na34  0.3  na45  0.4  056  0.5  na...想要把vts值為0的那一列當作第一列，以上的資料通通刪除實在是不知道怎麼做，不知道是否應該用if不知道怎麼寫可以讓他一筆一筆讀直到第一筆為0時停止，然後把前面的資料都刪掉求各位大大幫忙解惑了! 感激不盡!--","R_Language"
"1364","M.1470896878.A.9B1","Muhaosic","問題","矩陣運算問題",2016-08-11 14:27:56,NA,NA,"[問題類型]:
程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)

[軟體熟悉度]:
新手(沒寫過程式，R 是我的第一次)

[問題敘述]:
矩陣無法運算

[程式範例]:

程式出現
erroe : requires numeric / complex matrix / vector arguments


[關鍵字]:

選擇性，也許未來有用

--","R_Language"
"1365","M.1470661341.A.738","naturalsmen","問題","Re: 求救QQ 時間序列分析繪圖問題",2016-08-08 21:02:18,NA,NA,"※ 引述《kindarex (花香滿庭園)》之銘言：: 程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來): [軟體熟悉度]:: 新手(沒寫過程式，R 是我的第一次): [問題敘述]:: 各位高手大家好，謝謝上次高手說先了解時間序列分析: 也開始在自學練習畫圖，但遇到同一個問題卡很久: 我的資料是新竹2010-2014年1-12月的平均溫度，: 從Excel表整理好後匯入到Rstudio，開始按照youtube的影片教學: 練習跟跟影片教學中https://www.youtube.com/watch?v=0gf5iLTbiQM: 2小時07分開始進行練習: 以下是我的資料: > d<-read.csv(""C:\\Users\\1503063\\Desktop\\平均溫度.csv""): > d: Year    Jan     Feb     Mar     Apr     May     Jun     Jul     Aug     Sep     Oct     Nov     Dec: 2010    15.9    16.7    19      20.3    25      26.5    29.9    29.6    28.1    24.3    20.9    16.4: 2011    13.3    15.2    15.5    21      24.3    28.5    28.8    29.2    27.7    24.5    22.7    16.6: 2012    15.3    14.9    17.4    23.3    25.8    27.8    29.7    28.6    26.8    23.9    21      17.3: 2013    5.8     17.3    19.2    20.9    26      28.9    28.9    28.9    27.7    24.2    21      16.1: 2014    15.6    15.4    18      22.3    25.3    28.3    30.4    29.9    29.6    24.7    22      16: > myts <- ts(d, start=c(2010,1), end=c(2014,12), frequency=12): > class(myts)(以下吃掉)

大概看了一下影片

你跟講者不同的地方在於你的原始資料設定

雖然你的資料結構跟講者一樣(看起來

但是class卻不同

我猜你是在excel就先把matrix的行列名稱設好

但是如果你注意看影片

會發現講者是讀進numeric的資料

print出來的matrix是經過ts()轉換之後(cola2)

你如果用str(cola2)去看 會發現他的結構長這樣

Time-Series [1:100] from XXXX to XXXX: ...

class(cola2)

# [1] ""ts""

但你的class(d)應該是""matrix""

所以我建議可以這樣做

d <- matrix(runif(36), nrow = 3, ncol = 12)
dd <- seq(as.Date(""2000/1/1""), by = ""month"", length.out = 12)
dd <- format(dd, ""%b"")
colnames(d) <- dd
rownames(d) <- c(""2000"", ""2001"", ""2002"")

# your imported data
d

            Jan       Feb        Mar        Apr       May       Jun       Jul        Aug        Sep
2000 0.06464222 0.4859936 0.19107794 0.06705835 0.9428377 0.1095469 0.5137503 0.50677142 0.64370554
2001 0.27664552 0.1420115 0.08748821 0.23434808 0.6796937 0.8334102 0.3728003 0.30359776 0.18653139
2002 0.75141165 0.3336006 0.88925778 0.08978937 0.8929249 0.2680072 0.9846332 0.03387092 0.09410578
           Oct        Nov       Dec
2000 0.4206437 0.05388721 0.5835108
2001 0.7170996 0.37223711 0.1542709
2002 0.2134047 0.52395925 0.5123901

# transform the matrix to be numeric vector
md <- as.numeric(t(d))
class(md)

# [1] ""numeric""

myts <- ts(md, start = c(2000, 1), end = c(2002, 12), frequency = 12)
myts

            Jan       Feb        Mar        Apr       May       Jun       Jul        Aug        Sep
2000 0.06464222 0.4859936 0.19107794 0.06705835 0.9428377 0.1095469 0.5137503 0.50677142 0.64370554
2001 0.27664552 0.1420115 0.08748821 0.23434808 0.6796937 0.8334102 0.3728003 0.30359776 0.18653139
2002 0.75141165 0.3336006 0.88925778 0.08978937 0.8929249 0.2680072 0.9846332 0.03387092 0.09410578
           Oct        Nov       Dec
2000 0.4206437 0.05388721 0.5835108
2001 0.7170996 0.37223711 0.1542709
2002 0.2134047 0.52395925 0.5123901

class(myts)

# [1] ""ts""

plot(myts)

--","R_Language"
"1366","M.1470646066.A.832","kindarex","問題","求救QQ 時間序列分析繪圖問題",2016-08-08 16:47:43,NA,NA,"程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)


[軟體熟悉度]:

新手(沒寫過程式，R 是我的第一次)

[問題敘述]:
各位高手大家好，謝謝上次高手說先了解時間序列分析

也開始在自學練習畫圖，但遇到同一個問題卡很久

我的資料是新竹2010-2014年1-12月的平均溫度，
從Excel表整理好後匯入到Rstudio，開始按照youtube的影片教學

練習跟跟影片教學中https://www.youtube.com/watch?v=0gf5iLTbiQM2小時07分開始進行練習

以下是我的資料> d<-read.csv(""C:\\Users\\1503063\\Desktop\\平均溫度.csv"")> dYear    Jan     Feb     Mar     Apr     May     Jun     Jul     Aug     Sep     Oct     Nov     Dec
2010    15.9    16.7    19      20.3    25      26.5    29.9    29.6    28.1    24.3    20.9    16.4
2011    13.3    15.2    15.5    21      24.3    28.5    28.8    29.2    27.7    24.5    22.7    16.6
2012    15.3    14.9    17.4    23.3    25.8    27.8    29.7    28.6    26.8    23.9    21      17.3
2013    5.8     17.3    19.2    20.9    26      28.9    28.9    28.9    27.7    24.2    21      16.1
2014    15.6    15.4    18      22.3    25.3    28.3    30.4    29.9    29.6    24.7    22      16> myts <- ts(d, start=c(2010,1), end=c(2014,12), frequency=12)> class(myts)[1] ""mts""    ""ts""     ""matrix""> plot(myts)出現錯誤是說
Error in plotts(x = x, y = y, plot.type = plot.type, xy.labels = xy.labels,
 :
  cannot plot more than 10 series as ""multiple""

看不懂為何會出現""mts""    ""ts""     ""matrix""  而不是影片中的""ts""

然後查了資料是說class
class to be given to the result, or none if NULL or ""none"". The default is
""ts"" for a single series, c(""mts"", ""ts"", ""matrix"") for multiple series.

不知道有高手知道是我哪邊錯誤了! Q^Q  先感謝大家


--

--","R_Language"
"1367","M.1470639907.A.EA9","wheado","問題","有關網路爬蟲""網址(url)""的問題",2016-08-08 15:05:04,NA,NA,"問題：

      有關於網頁的""url""問題

程度：

      新手

敘述：

      我想對一個網站(某個租屋網)進行資料收集，

      該網站將屋子訊息每20筆放在一個分頁，

      但是當我點入第二個分頁時，

      網址在後面只多了""#list""，

      當我點入第三個分頁時，仍就是如此，找不到網頁的網址。

      想請問有沒有類似的關鍵字可以讓我搜尋相關的問題。

      謝謝。

程式：

require(""XML"")
require(""httr"")
.get     <- GET(""https://rent.591.com.tw/"").content <- content(.get,""text"")
.htmlParse  <- htmlParse(.content)
.web        <- xpathSApply(.htmlParse,""//div[@class='left']/a[@href]"",
                           xmlAttrs)

##  The first 20 data information  in the page-1.
.web[1,]


環境：
      Windows R-3.2.5


--","R_Language"
"1368","M.1470481113.A.F54","Tampa","問題","如何用R讀取本地的mdb檔?",2016-08-06 18:58:31,NA,NA,"因為工作需求

需要操作Access

希望可以用R語言來讀取，並從中分類資料

上網查詢後 得知需要用的套件為Hmisc

載下來後並測試幾次後 都無法成功讀取

煩請各位大大幫忙解惑

以下為我的程式碼

library(Hmisc)

Y<-mdb.get(""C:/Users/hippo/Desktop/lahman-mdb_2016-03-02 (2)/lahman2015.mdb"")

會一直噴以下錯誤

Error in system(paste(""mdb-tables -1"", file), intern = TRUE) :
  'mdb-tables' not found



--","R_Language"
"1369","M.1470422861.A.04C","f496328mm","問題","bigmemory 用ssd硬碟會變快嗎?",2016-08-06 02:47:38,NA,NA,"最近在用bigmemory套件

因為要用平行  所以要把讀資料的過程寫在函數中  才不用把data傳給每個不同的R

所以會一直讀取存放在硬碟的DATA

---------------------------------------------------
以上是題外話

bigmemory用起來是把data存放在HHD而不是RAM中

那我如果把HHD改成SSD    這樣程式效率會變快嗎?

雖然目前讀資料不用一秒   還是想問問看

這問題可能比較偏資工了

DATA存放在  RAM  V.S  HHD    對於R執行程式效率上的差異

如果SSD會比HHD好的話   打算換一個   增加效率

順便把R也灌在SSD     看看速度會不會變快

因為目前有在執行跟bigmemory相關的code時   電腦就會變很慢

在做其他的反而不會

謝謝

--","R_Language"
"1370","M.1470320873.A.5A5","GetRobin","問題","爬蟲相關問題",2016-08-04 22:27:49,NA,NA,"[問題類型]:
程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)

[軟體熟悉度]:
使用者(已經有用R 做過不少作品)

[問題敘述]:
目前想抓取求職天眼通各公司的討論串，
不過碰到問題是進入個別討論串後，
(例如https://disqus.com/home/discussion/clv-bakc-end/_1111_811556/)，
使用rvest或RSelenium都抓不到討論內容，
不知該怎麼處理。

[程式範例]:
library(RSelenium)
remDr <- remoteDriver(remoteServerAddr = ""localhost""
                      , port = 4444
                      , browserName =""firefox""
)
remDr$open()
remDr$navigate(""https://disqus.com/home/discussion/clv-bakc-end/_1111_811556/"")
page_source<-remDr$getPageSource()
page_source ##page_source沒討論內容，去抓html的nodes也就抓不到了


[關鍵字]:
爬蟲

--","R_Language"
"1371","M.1470291500.A.E08","clansoda","問題","Re: 自動跳過填入驗證碼",2016-08-04 14:18:16,NA,NA,"我這個問題像這樣，這是個簡化的function型態

  problemsolver<-function(x,y) {

       z<-x^2
       if (exists(""y"")) {
             paste0(z,y)->r
             print(r)          }
                                 }

我希望能在只有x填入的情況下，也就是Y根本沒值的情況下

他只跑z<-x^2，理論上它應該只會print(z)這個值出來

而在有Y的情況下，他會執行下面的斷paste0的代碼然後print(r)

因為她有print他應該就會忽略Z這個值

但是現在只要我只丟X進去，他就會寫argument ""y"" is missing, with no default

這應該是代表他仍舊有跑下面這段代碼的意思吧

那應該要如何寫才能讓他在沒Y的情況下忽略if這段程式碼呢?

我在console裡面打exists回傳的都是TRUE或FALSE的值，因此我才認為可以用exists

來控制，但是看起來跟我想像的不同。

--","R_Language"
"1372","M.1470285484.A.7A9","greatjus","問題","迴圈中相同名稱都覆蓋了還是記憶體不足",2016-08-04 12:38:01,NA,NA,"使用經驗:2年，還OK

[問題]

我在使用R將資料存成不同檔案

首先是我有一筆大資料 A 我已經預先把 A 切割成 a1,a2,a3...,a140

再來是我寫迴圈，讓資料自動讀入、寫出，但是碰到問題是迴圈j
在一開始j=1到5時，都跑得很快，但是等j比較大之後就跑很慢

我有打開工作管理員看，比較發現每次回圈
都會使得R在""記憶體""的部分佔更大的比例，
後面甚至會佔到70%電腦記憶體以上。

我的疑問是，我回圈內所有的名稱，都是相同的名稱，應該下一次迴圈
都會覆蓋掉前一次迴圈物件才對，
不應該每跑一次迴圈，佔更多的記憶體阿?


[MY CODE]

library(data.table)
for(j in 0:34)
{[email<U+00A0>protected]#$
rm(list=ls(all=TRUE))
}





裡面的[email<U+00A0>protected]#$=

讀取 連續的4筆資資料
b1=a(j*4+1)
b2=a(j*4+2)
b3=a(j*3+3)
b4=a(j*4+4)       #相當於j=0時讀取 a1,a2,a3,a4
B=rbind(b1,b2,b3,b4)

寫成B之後我有再刪減掉一些不需要的欄或列，以及加入一些新的變項
加入的變數我舉個例子，因為我怕記憶體會不足跟這個有關

Disease =cbind(Disease1 ,Disease2 ,...,Disease29)
Medicine=cbind(Medicine1,Medicine2,...,Medicine23)

最後是把加入的變數跟刪減後小很多的B合併再一起存成一個text檔

Final=cbind(B,Disease,Medicine)
write.table(Final,file = paste0('C:/users/data',j+1,'.txt'))
                             #相當於每個迴圈對應存成1個data
                             #data1到data34

想請問有碰過類似問題的人怎麼解決呢?
我也有google過R memory，很多都是在討論rm()和gc()
但是我看不太懂gc()......
想請有經驗的人幫幫我
不論你是誰，真的非常謝謝你的分享







--","R_Language"
"1373","M.1470242016.A.77A","x9060000456","問題","關於pchisqsum 做 power simulation",2016-08-04 00:33:33,NA,NA,"各位大神前輩大家好
目前在做統計分析，因為統計模型類似SKAT，
因此使用 'survey'這個packages下的 pchisqsum
進行p-value的運算，則以下是 survey 的 manual 下的例子，

x <- 2.7*rnorm(1001)^2+rnorm(1001)^2+0.3*rnorm(1001)^2
x.thin<-sort(x)[1+(0:100)*10]
p.invert<-pchisqsum(x.thin,df=c(1,1,1),a=c(2.7,1,.3),method=""int""
,lower=FALSE)
p.satt<-pchisqsum(x.thin,df=c(1,1,1),a=c(2.7,1,.3),method=""satt"",lower=FALSE)
p.sadd<-pchisqsum(x.thin,df=c(1,1,1),a=c(2.7,1,.3),method=""sad"",lower=FALSE)
plot(p.invert, p.satt,type=""l"",log=""xy"")
abline(0,1,lty=2,col=""purple"")
plot(p.invert, p.sadd,type=""l"",log=""xy"")
abline(0,1,lty=2,col=""purple"")
pchisqsum(20, df=c(1,1,1),a=c(2.7,1,.3), lower.tail=FALSE,method=""sad"")

如果只是一般的 pchisq 這個function，就有相關套件可以進行power simulation，
因此想請問各位大大pchisqsum 該如何運算 power，
非常謝謝!!

--","R_Language"
"1374","M.1470217067.A.9F8","banana08","問題","訓練與測試資料詢問",2016-08-03 17:37:44,NA,NA,"如題今天利用了訓練與測試資料用R跑
結果跑出以下錯誤
Error in `contrasts<-`(`*tmp*`, value = contr.funs[1 + isOF[nn]]) : contrasts can be applied only to factors with 2 or more levels
想請問這是甚麼原因呢？是他只能用連續性資料去跑嗎？
-----
Sent from JPTT on my iPhone

--","R_Language"
"1375","M.1470197230.A.083","clansoda","問題","自動跳過填入驗證碼",2016-08-03 12:07:06,NA,NA,"各位好，我有一些報表要從GA抓取，但是想讓他自動化

因此我寫了一個function想完成這件事

我現在有兩個問題，第一個是我賦予這個function三個argument

分別是year、month與quarter，我想讓使用者在沒填入quarter這個

argument的情況下不要跑某一段的程式碼，因此我用了exists這個函數

我寫成 if (exists(""quarter"")) {巴拉巴拉} ，我的認知裡只要exists回傳

TRUE他應該就會跑下面這段，而是FALSE則不跑，可是我拿去測試後發現

就算我沒放入quarter這個argument他依然會跑下面這段然後跑出error

想請教要如何做才能在沒有這個變數的情況下忽略這段程式碼呢

第二個問題是關於package rga，他是一個可以與GA的API整合的package

開始的時候要使用rga.open這個function來跟GA連結，然後她會開啟一個網頁

上頭有驗證碼要你填入R裡面，想請問有方法能讓他自己抓取這段驗證碼然後填入嗎

因為後來可能不是我要用這段程式碼，想讓使用者更方便的能自動抓取資料

--","R_Language"
"1376","M.1470143735.A.0DB","swilly0906","問題","看不是很懂的warning訊息",2016-08-02 21:15:33,NA,NA,"[問題類型]:
程式諮詢

[軟體熟悉度]:
入門(寫過其他程式，只是對語法不熟悉)

[問題敘述]:請簡略描述你所要做的事情，或是這個程式的目的看不懂一個警告訊息,已經出現好幾天了...:

 In grepl(""|||"", what, fixed = TRUE) : input string 1 is invalid in this
locale

我有用help(grepl)稍微看了一下這個指令在幹嘛

這個指令我的理解好像是 類似在抓取字元或數值用的吧(我猜的拉 我不確定@@"")

但我從頭到尾沒有用過上面指令壓

我只是把我的資料其中某一個變數從numeric 轉成factor並且使用levels跟labels重新

命名而已

然後就出現這個警告訊息

可是..就算我不理會此訊息

我還是可以繼續進行接下來的工作
-------------------------------------------------------------------
拍謝拍謝

我以為不用貼code ><

我的指令如下:

bird$""日期""<- factor(bird$""日期"",levels=c(100,101,102,103,104),labels=c(""100年"",""101年
"",""102年"",""103年"",""104年""))

這裡的""100年"" 只是在講民國100年的意思而已

--","R_Language"
"1377","M.1470131412.A.F9B","banana08","問題","logit迴歸請教",2016-08-02 17:50:10,NA,NA,"請問一下
最近再跑一羅吉斯回歸遇到問題想請問大家
大概是利用31個因素去判斷結果是危險或不危險
過程和結果如下：
我先利用逐步回歸刪除一些因子http://i.imgur.com/a5cj7M4.jpg結果http://i.imgur.com/Aim7DgC.jpg再用逐步得到的因子跑回歸http://i.imgur.com/T4Ekkg0.jpg最後得到http://i.imgur.com/aQYesLy.jpg然後我把最後得到的值帶入原先檔案中
每個因子加起來假如大於0.5是危險小於0.5是不危險

但為什麼全部都是不危險
是我沒做到哪些狀況嗎？
請大家幫忙解惑謝謝！
-----
Sent from JPTT on my iPhone

--","R_Language"
"1378","M.1470125653.A.C63","clansoda","問題","一個除以一個",2016-08-02 16:14:09,NA,NA,"這問題有點白痴，我是想問問有沒有更好的方法

假設我現在有個dataframe，裡面有個feature叫做銷售量好了

我想算成長率，例如八月的銷售成長率就是以七月當基期

讓八月的值除以七月，我現在只會用土法煉鋼的用for loop來做

想問問有沒有能用plyr,dplyr類似package裏頭的mutate function

我的問題應該是直接生成新的一個feature然後裏頭的值是

九月除八月，八月除七月，七月除六月這樣的問題，希望能以更簡單的方式完成

，感謝各位

--","R_Language"
"1379","M.1470119396.A.D8E","swilly0906","問題","如何講年月轉成只有月份呈現??",2016-08-02 14:29:53,NA,NA,"[問題類型]:程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)[軟體熟悉度]:

入門(寫過其他程式，只是對語法不熟悉)


[問題敘述]:
其實有點不知道標題要怎麼打才對XD

我把Excel讀到R裡面進行作業

我現在有一個變數欄位叫做""年月"":

0302  <-3年又2個月
0204  <-2年又4個月
1011  <-10年又11個月


我想把資料轉成:
38
28
131


這個資料有上萬筆 所以我也沒辦法土法煉鋼,對了 我這個年月的變數最多只到2000(20年
而已)不會有破百年問題，所以皆為4位數

想請問R(或Excel)有沒有什麼方式可以去做我上面的要求QQ??



[環境敘述]

我用Win10
r 最新版的
[關鍵字]:


將年月轉成用月數來呈現!!

--","R_Language"
"1380","M.1470118718.A.702","a9995559","問題","指令錯誤",2016-08-02 14:18:36,NA,NA,"今天在使用R撈臉書的data時，出現了一個問題

不知道版上有沒有人了解這錯誤碼的意思?

上網查了些資料，似乎仍然沒有改善!


謝謝!!

指令碼如下> users<-getUsers(likes$from_id,token=fb_oauth,private_info = F)Error in callAPI(query, token) :
  (#100) Tried accessing nonexisting field (first_name) on node type (Page)

--","R_Language"
"1381","M.1470081533.A.082","Ian10","問題","套件撰寫(undocumented data)",2016-08-02 03:58:50,NA,NA,"[問題類型]:
程式諮詢

[軟體熟悉度]:
入門(寫過其他程式，只是對語法不熟悉)

[問題敘述]:

  大家好:我想請問關於撰寫R套件的問題。

原本在撰寫套件時,我將全部有使用到的範例都寫成rd檔,但後來發現太過攏長,

希望改成內建資料不寫出他的詳細內容,只在主程式的Example中供使用者做範例。

於是,我直接將範例所使用到的rd檔從""man""的資料夾中刪除後,按下""check""後

會有一個warning 訊息: ""checking for missing documentation entries""

告訴我這些資料要加上rd檔。但產生出來的pdf檔已幫我把全部資料的rd檔刪除

(符合我的要求)

  我想請問如何解決這個warning?(有出現warning上傳到CRAN應該過不了吧?!)

還是說有用到的data就一定要寫rd檔?

在google搜尋找到兩個方法 (1.用到的data改放在主程式的資料夾裡(""R"")
                          2.同一個目錄再創一個資料夾,把data放進去)

兩個方法試完之後更慘,都從warning變error...

爬了一下文發現大家好像比較沒有這種問題QQ

第一次PO文如果有排版太難看的問題敬請見諒

謝謝大家

[環境敘述]:

R的版本:3.3.0

[關鍵字]:

package

--","R_Language"
"1382","M.1469890439.A.458","tytony","問題","Shiny在指定時間重跑程序",2016-07-30 22:53:56,NA,NA,"[問題類型]:

程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)

[軟體熟悉度]:

使用者(已經有用R 做過不少作品)

[問題敘述]:

各位先進好

我的程式是要讓Shiny在指定時間到網站上撈最新數據，然後做出圖表

先前有用過reactiveTimer()這個指令讓某段程序間隔一定時間重跑

但假設網站資料是每整點更新，reactiveTimer設定時間太長會延遲抓到資料的時間

若設定時間太短又會增加不必要的資料連線傳輸

是否有方法能夠指定像在系統時間""整點+2分鐘""來reactive這段程序

謝謝.

--","R_Language"
"1383","M.1469872682.A.A21","f496328mm","問題","R背景記憶體使用量控制",2016-07-30 17:58:00,NA,NA,"想問怎麼控制R在背景記憶體使用量（開工作管理員看到的RAM使用量）

我開R studio ，看到我目前的變數size都不會太多，總共加起來不到10mb

但是工作管理員的R卻佔超過2GB

可能是運算過程產生的? 有沒有辦法刪除 ?


我目前在做8千萬筆的DATA，大慨3GB，

目前用bigmemory讀進去，R studio顯示size不到1mb

我不知道到底是誰在後面佔用我的ram

想問問看有沒有什麼指令可以看到

這是變數佔的size  和我的工作管理員http://imgur.com/DrljpW3-------------------------------------
code:

map=find_map_fun(train_data[,2],1111)#train_data有8千萬筆

find_map_fun=function(data,num){
  bo=as.integer( data==num )
  bo_matr=matrix(bo)
  map=which(apply(bo_matr, 1L,
                  function(row) all(row == 1)))
  return(map)
}

---------------------------------------------

目前光做這件事，就讓背景ram飆到2gb了

function中的變數不是執行完就會自動刪除嗎?

到底是誰在背後佔空間@@

謝謝

--","R_Language"
"1384","M.1469866285.A.159","NewTaipeCity","問題","新手安裝RStudio 未見台灣伺服器",2016-07-30 16:11:23,NA,NA,"[問題類型]:
軟體問題

[軟體熟悉度]:新手

[問題敘述]:http://i.imgur.com/0jVES5U.png按照書本指示
應該有台灣伺服器
目前找不到
謝謝

[程式範例]:

[環境敘述]:
RStudio-0.99.903.exe

[關鍵字]:
RStudio
台灣伺服器


--","R_Language"
"1385","M.1469813601.A.FD0","celestialgod","分享","ROracle",2016-07-30 01:33:17,NA,NA,"[關鍵字]: Oracle, R

[出處]:https://goo.gl/8w35WU[重點摘要]:

在windows/centos中安裝ROracle

示範怎樣去大量上傳需要的資料表

(PS: 範例從package的dataset，可以改成用讀檔上傳的方式，自行發揮)

並且示範其他各種函數用法

--R資料整理套件系列文：magrittr#1LhSWhpH (R_Language)http://tinyurl.com/j3ql84cdata.table#1LhW7Tvj (R_Language)http://tinyurl.com/hr77hrndplyr(上)#1LhpJCfB (R_Language)http://tinyurl.com/jtg4haudplyr(下)#1Lhw8b-s (R_Language)tidyr#1Liqls1R (R_Language)http://tinyurl.com/jq3o2g3--","R_Language"
"1386","M.1469765106.A.8AC","fifish89","問題","換藥天數",2016-07-29 12:05:03,NA,NA,"[問題類型]:
程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)

主要是想知道藥物轉換的所有順序及平均使用天數

[軟體熟悉度]:
有使用R

[問題敘述]:
每個人都有使用多種藥物的種類與天數，
假設有A,B,C,D藥物，會有多種組合，
A-->B
A-->C-->D
B--->D-->A
.
.
.
也有可能再回頭吃已經吃過的藥物
A-->C--->D--->C--->A
若每個箭頭我都知道使用天數，

那如何可以知道每個人的用藥順序是如何?
因為想要計算藥物和藥物轉換的平均使用天數?


ID  使用天數  藥物種類
1      3         A
1      5         B
2      4         B
2      1         C
2      2         D
3      4         A
3      2         B
3      3         C
4      2         D
4      3         B
4      3         C
4      6         D


ID=1,用藥順序 :A-->B
ID=2,用藥順序 :B-->C-->D
ID=3,用藥順序 :A-->B-->C
ID=4,用藥順序 :D-->B-->C-->D

想知道A--->B的平均用藥天數 : 3.5天 = 3(ID=1)+4(ID=3)/2(人)
      B--->C               : 3天 = 4(ID=2)+2(ID=3)+3(ID=4)/3(人)
.
.
藥物跟藥物轉換的所有可能


[程式範例]:

[環境敘述]:

[關鍵字]:藥物轉換


--","R_Language"
"1387","M.1469718816.A.14D","x1234567","問題","如何下載網頁連結檔案(EXCEL)並轉成CSV",2016-07-28 23:13:25,NA,NA,"[問題類型]:
程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)

[軟體熟悉度]:
入門(寫過其他程式，只是對語法不熟悉)

[問題敘述]:
為了定期自下列網址下載每個Excel檔並轉成文字檔(csv or txt)給其他軟體吃http://www.jcic.org.tw/main_ch/docDetail.aspx?uid=217&pid=217&docid=333想請問可以用什麼語法？

猜想要三個步驟：
1.下檔至本機 D:\
2.將Excel的某個sheet擷取某個範圍(去掉合併儲存格說明)讀進 R
3.用 R 寫出csv

謝謝！

[環境敘述]:
R 3.3.1 for windows

[關鍵字]:
網路（網頁）下檔
讀Excel
寫出csv

--","R_Language"
